Title, Artist, Duration, URL, id
Hide And Seek (Tiesto's In Search Of Sunrise Remix)[ 320 ] ,Tiesto ISOS 6 Ibiza Imogen Heap,7:26,http://cs4815.vk.me/u44655016/audios/8bc42607545c.mp3?extra=Y4oQoPEeN-zCRaTu0Fk_9YQIE3dsG34jU8zamvptotE_RhygMZqTNLy27XnwJo7WYy0bbw-97wbZKJ1Jaijcr7O3OdYz4pe8,http://vk.me/53825474_107826050
Search and Destroy,Dead Boys,3:21,http://cs4598.vk.me/u15822677/audios/4ea31e5f1ca9.mp3?extra=wbs-pyjV26P0BcgEGHZZfNB1DYDGDPkIEbO8X531W9aOSLdO52Lp63gIYa9VCkHVnaFrws35EOzdWCGBXObvRx7eUEOALIM,http://vk.me/85812762_81407361
Search Party,Enter Shikari,4:06,http://cs5295.vk.me/u53759473/audios/0e52d9ed7b12.mp3?extra=0QmrsCL8HsDeENwigM5R5E8ba6fWz58eVndlB19bT3x_0Gt_7x2uK23BXmRs9Yy7ZFyz2qyZstlNTo_g9v88y1D1y9UoVYyy,http://vk.me/53759473_133506021
Airbase featuring Floria Ambra - Denial,2008 In Search Of Sunrise 7 (CD 1) Tiesto,6:03,http://cs4650.vk.me/u55602512/audios/fca88dfefeeb.mp3?extra=8YZufk0AdBIggmemrfhXgf2di0WmuHVveOKOy4CEsSX_pFeDfddreZ7NHfntG__gUeJja4dgCBaRUI-IGr3tI44rD7HjrqEz,http://vk.me/-15126062_73774140
Silence (Tiesto's In Search of Sunrise Remix),Delerium feat. Sarah McLachlan,11:34,http://cs4405.vk.me/u10087431/audios/de3acd4191b6.mp3?extra=mc5GxSGIANg5c6cZxmNnjvdK1Q99gWanJV5fSJXhNJPAcGrjUEnvD-83B-0DudFengfoZAfyYPNajSIiHsYefG3-sdocnjVv,http://vk.me/-22740938_91974050
Search And Destroy,L.A. Guns,3:18,http://cs1662.vk.me/u922717/audios/6b2be4fca173.mp3?extra=7NxOUZFOZkSNpVpezfyWZTdAd2N_Il3sWp5qH46TFl6jbWo7rADpjPoyCzSFgubrnmQ4gkpe3LtwNt5B_qr0jyoSszLq,http://vk.me/922717_43935974
Angel Angels ( Morandi)    (    ) i People stop fighting! Angels are crying We can be better Love is the answer  Search inside Are there any more tears to cry (Dont you wonder why?) Why you feel so alone a,Marandi,3:48,http://cs1053.vk.me/u1674186/audios/21ff62b63074.mp3?extra=-JEw6a-ILzp9z_fWHSHUvzrJC-4XUcPpOxKDpULUOee718Njp0RMzbVeXUYhs_PTj7IeiSUpbpMNviqsqcVG4cERUEGcJeu7Zw,http://vk.me/168473042_199238094
In Search for Our Skies (Original Mix) [Moonbeam Digital],Soarsweep feat. Leusin,4:30,http://cs6293.vk.me/u73985594/audios/ebdc3c3c0f8a.mp3?extra=WMnCmLodaZDA4ujxxVws4AsiEV3if8YUI2-t5UCelLiwgEBnlADWEnqhpmsyw5F8xWl8wYSgyg91bsg61ZdwUScG8JwCXbVhSw,http://vk.me/117820086_160910073
\,  ? (  90),http://video.yandex.ru/#search?text=%D0%B7%D0%B0%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D0%BE%D0%BA%20%D0%B2%20%D0%B8%D0%BD%D1%82%D0%B5%D,4:26,http://cs4293.vk.me/u14801691/audios/cb7ea79abe25.mp3?extra=ITpzhnjWGf97GHCAsNv_aCtJJzmTF01MRelSx6xisdb8SYb00sZY8cSU2C_cf9NheXQM6p1Qu5m3Rebh7-qWQviVBscoPBHg,http://vk.me/62480595_137884523
Soul Search,Tommy Emmanuel,2:18,http://cs4694.vk.me/u63438551/audios/4f4e90c441ef.mp3?extra=ZHFP1rlTg9Civw4iPoBqXeUKhwWgkELOX-KeTdR68aoZm-MT98eBOv3QHz0U9PF1uHx3zUxJOjN5ZB553yrB7q3eqThcIdg,http://vk.me/1456282_198831555
[vk.com/bass_search],_II,4:23,http://cs521200.vk.me/u88833047/audios/15e0155f32b4.mp3?extra=EeJLSUdNs5vCmGpkH1m_L95w1si_-cuEu5eysc4btZNfAHxySqnG3DPQTDy9d98A1YVs496MOxsrz31iBCltETUh2uoNbPkhEg,http://vk.me/111016719_171077120
Search &amp; Destroy (L.D.Rimanez Rmx),Donny,7:12,http://cs4610.vk.me/u68645/audios/2604445e5eca.mp3?extra=z8BmbLLmTkEoE_T2ksUjQPJA9y6NBV7v7Vmhaa_8tpA3yTyh9SO1ZcgBHHCanZiBL-bM1379lGAQxNRP5jfLn4nIaYbcjJA,http://vk.me/-4995693_70379864
Search for me,,2:28,http://cs536110.vk.me/u253972057/audios/eb556e6f9ed4.mp3?extra=WV0KNrAzjkBF73NV_yPpwEsJPT8WmkIK0m9_6i_5rZ4jDX2tivZE6fj2ASRPPN-gcaCBim2gUcYnjtLI-MOFMYsuuJS9j4vhcQ,http://vk.me/253972057_300233169
Dream Of You (Erik Christiansen Remix),Search DiP,7:39,http://cs536306.vk.me/u100516143/audios/f76671059143.mp3?extra=Ix5mOCxrKcXk7V7n1lrSlLcNf_SHlWbs90ppeGMnhf5QxNJin69aL6gVg1sNC6OEUnQXZJAzAQQUdfKOrU_4fGHU3eXuX2jXvg,http://vk.me/100516143_210555515
The Mission  birth kings this is war noth search closer kill do or die city ,30 seconds to mars,4:03,http://cs511.vk.me/u1236810/audios/6dd083695fb0.mp3?extra=XHcleA9kt7uZxxG9YiSJSjy4lvojOc5g_GMY7h95bI0lbHtj6zCDXSg6jRxGbyjtF-lfL5NP4z6SUGsp2YzQsSvuzUDDBNCSDQ,http://vk.me/178871428_208074056
In Search Of Happiness (Chilout Mix) 04.09.2011  &gt;&gt;&gt; &lt;&lt;&lt;,Dela Red ,4:31,http://cs4849.vk.me/u40796823/audios/5ec87877c0a3.mp3?extra=OKRizR2VPKJqmancvrg7kkDglEaI3_WDVG_XzfWPjvIspkyPB703xDjI41FBSkehrfIjAD-vTMlwa8dNY0o7TbgFi-JCqANSIA,http://vk.me/-22185467_119130512
Still I Wait (Richard Durand's In Search of Sunrise Mix),Jonas Steur featuring Jennifer Rene,5:36,http://cs4807.vk.me/u2768391/audios/7844fc676156.mp3?extra=vXHPUV2whKkIsRM64TOKpF2VX1xHBgcEIsjSoIrB8b0YHc3ioG9JF5GdBtUrjkhQ0pM3MDku2kno5NSxWeLqvCus4GjmpjS-,http://vk.me/15346221_115535772
In Search Of Sunrise 5: Los Angeles (CD 1),Tiesto,01:17:39,http://cs5699.vk.me/u15926358/audios/130bcf1355f7.mp3?extra=w9B25LQT-XHCoBJec2TzB37LNbzPT79MUucbUSfnC972QgpTdwBJuGrKTEt-N5PJxwU13W9VPFYnjI4w08Cn2neR3E3fIOU,http://vk.me/3543308_203942883
Sensorica Featuring Jin Key - Only One (Rave Mix),2005 In Search Of Sunrise 4 - Tiesto,4:03,http://cs4405.vk.me/u3049471/audios/09e6a474de06.mp3?extra=oHAbb_DncL30hH83wB800ko2v-C4qJSOHFtYXxcNKbQVG6SmtTC7opZ3Ipb0PJeaQl8JJ8ULYE8nDICdYfu_HTSXME2AE7Ra,http://vk.me/-15126062_73046109
Endless Search,Netsky,4:15,http://cs5000.vk.me/u20734949/audios/ea544861f5ab.mp3?extra=Y9R1sTgc9aN6MP04QomPkIcWlg0qm7nZ12a4bCeGGlg1wLPhUmJBE2D3c6wDB-FoYC0zmffv1jIq6ehW_nS3PgAbkvvwrDE,http://vk.me/20734949_88088897
Karen Overton - Your Loving Arms (Club Mix),2006 In Search Of Sunrise 5(CD 1) - Tiesto   ,6:53,http://cs4713.vk.me/u25054031/audios/1c65bbd5ee61.mp3?extra=lpQkhwwI7-r2rJycQf-4ubJHhJvQa4wjprZLeyt2-Q4mm3ThEHvfwGN6gCZpqLJ5S2GRXLOGd9LAUif9klAFGkZeVB630FaO,http://vk.me/-15126062_73321473
In Search Of Sunrise 6: Ibiza (CD 1),Tiesto,01:18:04,http://cs5328.vk.me/u105766209/audios/0808ac8c96ae.mp3?extra=enx2C0uqWbCsbYO7x-i0zmjjNhrIZxC-RCNTMJgcq0e3vCYKWAqBJeFfgVrO_DIk7BnlAoOdc3DpjZB0cgvh38erQCO5nWM,http://vk.me/3543308_203943549
Cressida - 6AM (Kyau &amp; Albert Remix),2008 In Search Of Sunrise 7 (CD 1) Tiesto,5:05,http://cs4650.vk.me/u55602512/audios/445a0521f41b.mp3?extra=odJNBOmQgpSM74sW8CjMKVC5AI__EmyvC3cONjic7LhbKusQSc4PASjce0NahI0DLrrY8GmuiFbg7FTfG_8kFdwzNLwo73yl,http://vk.me/-15126062_73774124
Zoo Brazil - Crossroads,2008 In Search Of Sunrise 7 (CD 2) Tiesto,4:47,http://cs4650.vk.me/u55602512/audios/d7eef70fbca6.mp3?extra=QoCCiZ8yq8DwCK0Vjmim7-FD2Oa8oMbmcvgZtmmkaVfVDNck2TQlZX2iSfPcHQlvfKfgeUwiimhSQiIspqWzAlqvbYDbOLDb,http://vk.me/-15126062_73773999
Mark Norman presents Celine - Colour My Eyes,DJ Tiesto In Search Of Sunrise 5 (2006),6:23,http://cs4408.vk.me/u18107138/audios/9781eb9c592e.mp3?extra=elopxuJEICn8Sv8fAwaACf4dhc6KUoTUdjGlh3eg_6SkgdI5sKT5SGOlP9Q_zeOzqoSzcXL8HEV2Fl_Mna77q9DD_PJC_Nc,http://vk.me/87436595_81117828
Search And Destroy [Iggy Pop &amp; The Stooges cover],Red Hot Chili Peppers,3:45,http://cs4647.vk.me/u4229591/audios/7c25c5a6992b.mp3?extra=eC9TsRVv7u2w9k7wrHByME7JCQILxlJCPDAMYCSG5nWh12UNxo8bZzmGjQKYhyJnScaOWqFEf7nSe2CKaciX8X8yQDv_Hu8,http://vk.me/7734529_113383850
Dream Of You (Original Mix),Search DiP,6:26,http://cs536306.vk.me/u100516143/audios/09ce2647ff70.mp3?extra=MwNrXjK3B0oFj9P7oiGROx_D18mUoGR34ep__yhH56Ss-93McUqDCdMEmTnQU06f3ZkxqKFfaZ6gb-saW78xQ2pfUg5cLghMPQ,http://vk.me/100516143_210556492
It will be OK (Mohamed Ragab Remix) [Future Sound of Egypt Recordings] PROMO ONLY!!! Official release date: 17th of June 2011 (Ripped and remastered by me from the Richard Durand's - 'In search of Sunrise 038'),Aly &amp; Fila feat. Catherine Crow,4:52,http://cs4865.vk.me/u29338013/audios/8a9114f5aa2f.mp3?extra=niGADrB5ul0IExprzeaPti7II5rPQ5AnFVlVf_eHfwn9taYoc2e9t9tzCPaAw2o5IyqMtaYF2JuZ4KEWjuR9Za8LdMUz5f10,http://vk.me/46333793_108207252
Search and Destroy (Acoustic),30 Seconds to Mars,2:43,http://cs4838.vk.me/u32906450/audios/ac3791494bf0.mp3?extra=-y9fAWOKjUKE9BAyiU9IChH7mTi9PQxFnp2j1HXacfyIYEmlSxh-BVah88D8MzBtqgiji5oWEq1Axxibx45Dt8NxGI_Hd-s,http://vk.me/1000570_114832084
Search And Destroy,Iggy Pop,3:28,http://cs5059.vk.me/u68137385/audios/4b794b6d7992.mp3?extra=D2jxH0vJPbl5Wbz3helBbqLSb16uluHYAtc0OlINwgKV6nFpRQo3lHqQcfyTyB5OFxnstEavrgcORqjE2Y6otYviGKnh0A,http://vk.me/3949479_90702852
Forget You (Original Mix),Search DiP\, Amy Lyon,7:24,http://cs6187.vk.me/u143200158/audios/136926a33a8d.mp3?extra=AYcOy2zJypMcW6WuduPGdFvPLcZHHjlLWXe_iXTgBhB2a4hJ004eTday3V6aO0hXydC2hp3n4mMc-ciAvoXY44Go_WzCTbwuEg,http://vk.me/143200158_283604420
In Search of Diamonds,Eric Fullerton,2:12,http://cs5022.vk.me/u18738424/audios/51ca2371c689.mp3?extra=j0YwldNZCEsnx5bN29jNRHmZzjhy8ZM52tYefiRdNc5drImgc4WfiQAWslsMGuGYbrQmarIJ0RHZXgeSttvza9KgUBpwRbQj,http://vk.me/-16418751_93707311
Running On Empty (Richard Durands In Search Of Sunrise Edit),Richard Durand &amp; Neev Kennedy,7:16,http://cs536307.vk.me/u26476574/audios/8e5e32dfe252.mp3?extra=xUvmMSx5CV2HZ_RgMi17ir4AgfQk2iFFto_aYGe9PjcdUTQf0diHbGDjnpGGWavQc_aivd340GFM4aXN2Wz-gxQT4gAM7HdcUw,http://vk.me/-23632028_212741962
